name,link,price,store_name
"2021 Apple 10.2-inch iPad (Wi-Fi, 256GB) - Silver (NEW) $449.00",https://slickdeals.net/f/15572449-2021-apple-10-2-inch-ipad-wi-fi-256gb-silver-new-449-00,$449,Amazon
,https://slickdeals.net/computer-deals/?page=9,,
"27"" Samsung LS27A800UJNXGO 4K IPS HDR Monitor",https://slickdeals.net/f/15571351-27-samsung-ls27a800ujnxgo-4k-ips-hdr-monitor-280-free-shipping,$280,Best Buy
"LG gram 16"" 2-in-1 Touchscreen Intel Evo Platform Laptop - 11th Gen Intel Core i7-1165G7 - WQXGA - 2560 x 1600 Display - Windows 11 - $1399.99",https://slickdeals.net/f/15572179-lg-gram-16-2-in-1-touchscreen-intel-evo-platform-laptop-11th-gen-intel-core-i7-1165g7-wqxga-2560-x-1600-display-windows-11-1399-99,"$1,399.99",
Costco Members - Valid 1/17/22 through 2/13/22. While supplies last - $379.99: 3-Pack (RBK753S AX4200) NETGEAR Orbi Whole Home Mesh Wi-Fi 6 System,https://slickdeals.net/f/15570838-costco-members-valid-1-17-22-through-2-13-22-while-supplies-last-379-99-3-pack-rbk753s-ax4200-netgear-orbi-whole-home-mesh-wi-fi-6-system,$379.99,Costco Wholesale
SanDisk 128GB Extreme Pro CFexpress Card Type B $139.99,https://slickdeals.net/f/15571837-sandisk-128gb-extreme-pro-cfexpress-card-type-b-139-99,$139.99,
NETGEAR Orbi 4G LTE Mesh WiFi Router with SIM card slot (LBR20) | UNLOCKED (Seller Refurbished) $149.99 + Free Shipping,https://slickdeals.net/f/15571984-netgear-orbi-4g-lte-mesh-wifi-router-with-sim-card-slot-lbr20-unlocked-seller-refurbished-149-99-free-shipping,$149.99,eBay
TP-Link WiFi 6 Mesh Router Replacement System | 2- /W6000/AX3000 (DECO X60) Mesh Router | 2- W3600/AX1800 Mesh Routers (DECO X20),https://slickdeals.net/f/15570286-tp-link-wifi-6-mesh-router-replacement-system-2-w6000-ax3000-deco-x60-mesh-router-2-w3600-ax1800-mesh-routers-deco-x20,$103,Walmart
"Limited-time deal: Elgato Ring Light - Premium 2500 lumens Light with desk clamp and ball mount for Streaming, TikTok, Instagram, Home Office, Temperature and Brightness  - $149.99",https://slickdeals.net/f/15571273-limited-time-deal-elgato-ring-light-premium-2500-lumens-light-with-desk-clamp-and-ball-mount-for-streaming-tiktok-instagram-home-office-temperature-and-brightness-149-99,$149.99,Amazon
Yoga Smart Tab - Iron Grey - $189,https://slickdeals.net/f/15571231-yoga-smart-tab-iron-grey-189,$189,
Logitech G413 Wired Mechanical Gaming Keyboard w/ Romer-G Tactile Switch,https://slickdeals.net/f/15569743-logitech-g413-full-size-wired-mechanical-backlit-keyboard-romer-g-switches-silver-50,$50,eBay
"Adorama Recording Bundle - Focusrite Scarlett 8i6 Audio interface, AT 2020 Microphone, 2x Mackie CR3-X3 Monitor Speakers, Mic Stand, 2 XML Cables - $420",https://slickdeals.net/f/15570277-adorama-recording-bundle-focusrite-scarlett-8i6-audio-interface-at-2020-microphone-2x-mackie-cr3-x3-monitor-speakers-mic-stand-2-xml-cables-420,$420,Adorama
AMD Ryzen 7 5800X - Ryzen 7 5000 Series Vermeer (Zen 3) 8-Core 3.8 GHz Socket AM4 105W Desktop Processor - 100-100000063WOF - Micro Center - $330,https://slickdeals.net/f/15569728-amd-ryzen-7-5800x-ryzen-7-5000-series-vermeer-zen-3-8-core-3-8-ghz-socket-am4-105w-desktop-processor-100-100000063wof-micro-center-330,$329.99,
Cooler Master MasterBox NR600P Mesh Front Tempered Glass Case (AR) $100,https://slickdeals.net/f/15570799-cooler-master-masterbox-nr600p-mesh-front-tempered-glass-case-ar-100,$100,Amazon
Cooler Master MasterLiquid ML360 Mirror ARGB AIO Liquid CPU Cooler $85,https://slickdeals.net/f/15570745-cooler-master-masterliquid-ml360-mirror-argb-aio-liquid-cpu-cooler-85,$85,Newegg
"UGREEN SD Card Reader 4 in 1 $12.59, UGREEN SD Card Reader USB 3.0 Type C $11.89, More + Free Shipping w/ Prime or $25+",https://slickdeals.net/f/15569719-ugreen-sd-card-reader-4-in-1-12-59-ugreen-sd-card-reader-usb-3-0-type-c-11-89-more-free-shipping-w-prime-or-25,$12.59,Amazon
lastpass password manager annual premium - $21.25,https://slickdeals.net/f/15570307-lastpass-password-manager-annual-premium-21-25,$21.25,
Samsung 980 M.2 NVME 500GB $59.97 at Amazon,https://slickdeals.net/f/15569980-samsung-980-m-2-nvme-500gb-59-97-at-amazon,$59.99,Amazon
"HP 12"" x360 Touchscreen 2-in-1 Chromebook -Intel Celeron� | Costco $270",https://slickdeals.net/f/15568189-hp-12-x360-touchscreen-2-in-1-chromebook-intel-celeron-costco-270,$270,Costco Wholesale
"Lenovo Legion 5 Pro AMD Ryzen 7, 16GB RAM, NVIDIA GeForce RTX 3070 512GB SSD - $1399 Landover Hills, MD Walmart",https://slickdeals.net/f/15565594-lenovo-legion-5-pro-amd-ryzen-7-16gb-ram-nvidia-geforce-rtx-3070-512gb-ssd-1399-landover-hills-md-walmart,"$1,399.99",Walmart
"Adata XPG Xenia 14 Ultrabook Intel i5-1135G7, Iris Xe, 512GB NVME Gen4 SSD, Thunderbolt 4, 16GB 3200MHz DDR4 (Upgradeable), 2.13lb, 1920x1200 $850 or w/ i7-1165G7 $1000",https://slickdeals.net/f/15565966-adata-xpg-xenia-14-ultrabook-intel-i5-1135g7-iris-xe-512gb-nvme-gen4-ssd-thunderbolt-4-16gb-3200mhz-ddr4-upgradeable-2-13lb-1920x1200-850-or-w-i7-1165g7-1000,$850,Best Buy
Razer Basilisk X Hyperspeed Wireless Gaming Mouse,https://slickdeals.net/f/15564703-razer-basilisk-x-hyperspeed-wireless-gaming-mouse-35-free-shipping,$35,Amazon
TP-Link AC1600 Range Extenders - RE400 $27.99 + FS,https://slickdeals.net/f/15565111-tp-link-ac1600-range-extenders-re400-27-99-fs,$27.99,Newegg
Logitech Crayon Digital Pencil for iPad (2018 and later) $49.99,https://slickdeals.net/f/15565066-logitech-crayon-digital-pencil-for-ipad-2018-and-later-49-99,$49.99,Walmart
"Dell Inspiron 16 Plus Laptop: i7-11800H, 16"" 3072x1920, 32GB DDR4, RTX 3060",https://slickdeals.net/f/15563236-inspiron-16-plus-16-3k-16-10-ips-i7-11800h-32gb-ddr4-1tb-pcie-ssd-rtx-3060-thunderbolt-4-win11h-1248-03,$1248,Dell Home & Office
Sabrent 4TB Rocket NVMe PCIe M.2 2280 Internal SSD $649.99,https://slickdeals.net/f/15562543-sabrent-4tb-rocket-nvme-pcie-m-2-2280-internal-ssd-649-99,$649.99,Amazon
"Huanuo Swivel Universal Single Monitor Stand (for 13-32 inch Screens, Hold up to 17.6lbs) $16.99",https://slickdeals.net/f/15561892-huanuo-swivel-universal-single-monitor-stand-for-13-32-inch-screens-hold-up-to-17-6lbs-16-99,$16.99,Newegg
Costco: LG Gram 15 Laptop 11th Gen. i5-1135G7 16GB RAM 512GB SSD - YMMV $649.97,https://slickdeals.net/f/15560830-costco-lg-gram-15-laptop-11th-gen-i5-1135g7-16gb-ram-512gb-ssd-ymmv-649-97,$649.97,Costco Wholesale
"HP - Pavilion x360 - 15.6"" Full HD Touchscreen 2-in-1 Laptop - 11th Gen Intel® Core™ i5-1135G7 - 8GB Memory - 512GB SSD, $649 - Sams Club - 2 year warranty",https://slickdeals.net/f/15561370-hp-pavilion-x360-15-6-full-hd-touchscreen-2-in-1-laptop-11th-gen-intel-core-i5-1135g7-8gb-memory-512gb-ssd-649-sams-club-2-year-warranty,$649,Sam's Club
"27"" MSI Optix G272 1080p 144Hz 1ms IPS FreeSync Gaming Monitor",https://slickdeals.net/f/15559072-msi-optix-g272-27-1080p-ips-144hz-1ms-freesync-gaming-monitor-160-f-s,$160,Walmart
,https://slickdeals.net/computer-deals/?page=10,,
Samsung Book Cover Keyboard for Galaxy Tab S7+ $146.74,https://slickdeals.net/f/15558694-samsung-book-cover-keyboard-for-galaxy-tab-s7-146-74,$146.74,B&H Photo Video
"SanDisk 128GB Ultra Dual Drive USB Type-C - USB-C, USB 3.1 $17.99 at Amazon",https://slickdeals.net/f/15555190-sandisk-128gb-ultra-dual-drive-usb-type-c-usb-c-usb-3-1-17-99-at-amazon,$17.99,Amazon
"Staples B&M: 40% back Via Store Bonus when you buy any 2, any price, ink or toner cartridges. To 1/15/22. In store only. Limit 2.",https://slickdeals.net/f/15556243-staples-b-m-40-back-via-store-bonus-when-you-buy-any-2-any-price-ink-or-toner-cartridges-to-1-15-22-in-store-only-limit-2,,
"TP-Link TL-WA801N, 2.4Ghz 300Mbps WiFi Access Point for $15.99 w/ FS after Code",https://slickdeals.net/f/15555790-tp-link-tl-wa801n-2-4ghz-300mbps-wifi-access-point-for-15-99-w-fs-after-code,$15.99,Newegg
"HP Envy x360 15.6"" Touchscreen 2-in-1 Laptop - AMD Ryzen 7 5700U - 1080p - Windows 11 $749.99 @ Costco",https://slickdeals.net/f/15554881-hp-envy-x360-15-6-touchscreen-2-in-1-laptop-amd-ryzen-7-5700u-1080p-windows-11-749-99-costco,$749.99,
2TB SK hynix Gold P31 PCIe NVMe Gen3 M.2 2280 Solid State Drive SSD,https://slickdeals.net/f/15553582-2tb-sk-hynix-gold-p31-pcie-nvme-gen3-m-2-2280-solid-state-drive-ssd-208-25-free-s-h,$208.25,Amazon
"IdeaPad 5 Intel (15"") - Abyss Blue 82FG015YUS: $755 At Lenovo.",https://slickdeals.net/f/15554854-ideapad-5-intel-15-abyss-blue-82fg015yus-755-at-lenovo,,
"$699 At Office Depot: Lenovo® IdeaPad 5i Laptop, 15.6"" Screen, Intel® Core™ i7, 8GB Memory, 256GB Solid State Drive, Wi-Fi 6, Windows® 11, 82FG0164US. Free Ship.",https://slickdeals.net/f/15554848-699-at-office-depot-lenovo-ideapad-5i-laptop-15-6-screen-intel-core-i7-8gb-memory-256gb-solid-state-drive-wi-fi-6-windows-11-82fg0164us-free-ship,,
"PNY 128GB Premier-X Class 10 U3 V30 microSDXC Flash Memory Card - 100MB/s, Class 10, U3, V30, A1, 4K UHD, Full HD, UHS-I, Micro SD  - $14",https://slickdeals.net/f/15553636-pny-128gb-premier-x-class-10-u3-v30-microsdxc-flash-memory-card-100mb-s-class-10-u3-v30-a1-4k-uhd-full-hd-uhs-i-micro-sd-14,$14,Amazon
"Amazon.com: Microsoft Surface Pro 8-13"" Touchscreen - Intel Evo Platform Core i5-16GB Memory - 256GB SSD - Device Only - Graphite (Latest Model) $1299",https://slickdeals.net/f/15554731-amazon-com-microsoft-surface-pro-8-13-touchscreen-intel-evo-platform-core-i5-16gb-memory-256gb-ssd-device-only-graphite-latest-model-1299,"$1,299",Amazon
TurboTax Fed Only  and Quicken Deluxe Combo deal $52 for Both,https://slickdeals.net/f/15553576-turbotax-fed-only-and-quicken-deluxe-combo-deal-52-for-both,$52,Best Buy
CORSAIR RMx Series RM750x 750W Power Supply for $79.99 after PC & MIR,https://slickdeals.net/f/15553648-corsair-rmx-series-rm750x-750w-power-supply-for-79-99-after-pc-mir,$79.99,Newegg
Ubiquiti Dream Machine Pro Back In Stock $379 + applicable tax,https://slickdeals.net/f/15552802-ubiquiti-dream-machine-pro-back-in-stock-379-applicable-tax,$379,
name,link,price,store_name
,https://slickdeals.net/computer-deals,,
"All New 8GB Kindle Paperwhite E-Reader (2021 Model, Ad Supported)",https://slickdeals.net/f/15606850-all-new-amazon-kindle-paperwhite-6-8-8gb-e-reader-black-109-99,$110,Target
"32GB Kindle Paperwhite (11th Gen) Signature Edition WiFi eReader w/ 6.8"" Display",https://slickdeals.net/f/15606901-kindle-paperwhite-signature-edition-32-gb-144-99-best-buy,$145,Amazon
"Creality Ender 3 V2 (Refurb) - 220x220x250mm, 32 Bit Mainboard with Silent Drivers (AR) $169.15",https://slickdeals.net/f/15607183-creality-ender-3-v2-refurb-220x220x250mm-32-bit-mainboard-with-silent-drivers-ar-169-15,$169.15,
"Amazon Fire HD Tablets: Fire HD 8: 32GB $45, 64GB $65, Fire HD 8 Plus: 32GB $55, More + Free shipping",https://slickdeals.net/f/15607189-amazon-fire-hd-tablets-fire-hd-8-32gb-45-64gb-65-fire-hd-8-plus-32gb-55-more-free-shipping,$44.99,Amazon
Bitdefender Total Security 1 year 19.99 @ Best Buy $19.99,https://slickdeals.net/f/15607240-bitdefender-total-security-1-year-19-99-best-buy-19-99,$19.99,Best Buy
Kindle Paperwhite Signature Edition (2021 6.8 inch version) Price matched at Amazon - $144.99,https://slickdeals.net/f/15607150-kindle-paperwhite-signature-edition-2021-6-8-inch-version-price-matched-at-amazon-144-99,$144.99,Amazon
Costco Members: Logitech Precision Pro Wireless Mouse,https://slickdeals.net/f/15605917-logitech-precision-pro-wireless-mouse-19-95-5-shipping-costco-online,$20,
(YMMV) Amazon in-app $15 off $25 purchase (two times) - eligible accounts only,https://slickdeals.net/f/15606301-ymmv-amazon-in-app-15-off-25-purchase-two-times-eligible-accounts-only,,Amazon
"Acer Nitro 27"" XV273K 4k 144hz Class UHD IPS G-Sync Compatible Gaming Monitor - $519.99",https://slickdeals.net/f/15606295-acer-nitro-27-xv273k-4k-144hz-class-uhd-ips-g-sync-compatible-gaming-monitor-519-99,,Costco Wholesale
"Costco : HP Pavilion 15.6"" Touchscreen Laptop - 11th Gen Intel Core i7-1195G7 - Windows 11 $779",https://slickdeals.net/f/15606142-costco-hp-pavilion-15-6-touchscreen-laptop-11th-gen-intel-core-i7-1195g7-windows-11-779,$779,Costco Wholesale
"SAMSUNG 34"" Class Flat LED Ultra WQHD Monitor 3,440 x 1,440 75Hz LS34J552WQNXZA $249  (YMMV in store only now)",https://slickdeals.net/f/15605791-samsung-34-class-flat-led-ultra-wqhd-monitor-3-440-x-1-440-75hz-ls34j552wqnxza-249-ymmv-in-store-only-now,$249,Walmart
Sabrent USB 2.0 Sharing Switch up to 4 Computers and Peripherals LED Device Indicators (USB-USS4) - $21.99,https://slickdeals.net/f/15605965-sabrent-usb-2-0-sharing-switch-up-to-4-computers-and-peripherals-led-device-indicators-usb-uss4-21-99,$21.99,Amazon
"Amazon: Select Amex Membership Rewards Cardholders: Pay w/ Points, Get",https://slickdeals.net/f/15605002-amazon-select-amex-membership-rewards-cardholders-pay-w-points-get-20-off-max-discount-of-40,20% Off,Amazon
Logitech K350 Ergonomic Full-size Membrane Wireless Keyboard,https://slickdeals.net/f/15605650-logitech-k350-ergonomic-full-size-membrane-wireless-keyboard-30-free-shipping,$30,B&H Photo Video
"Acer Spin 513 - 13.3"" Chromebook Qualcomm 7c 2.1GHz 4GB RAM 64GB Flash ChromeOS | CP513-1H-S60F *Factory Rectified* $200",https://slickdeals.net/f/15606631-acer-spin-513-13-3-chromebook-qualcomm-7c-2-1ghz-4gb-ram-64gb-flash-chromeos-cp513-1h-s60f-factory-rectified-200,$200,
OLOy Blade RGB 32GB (2 x 16GB) DDR4 3200MHz CL16 Desktop Memory - Newegg.com $99.99,https://slickdeals.net/f/15605959-oloy-blade-rgb-32gb-2-x-16gb-ddr4-3200mhz-cl16-desktop-memory-newegg-com-99-99,$99.99,Newegg
YMMV in store - SanDisk Extreme Plus 128gb msd 2pk w/msd adapter (1320128) $29.97,https://slickdeals.net/f/15606586-ymmv-in-store-sandisk-extreme-plus-128gb-msd-2pk-w-msd-adapter-1320128-29-97,$29.97,Costco Wholesale
"HP Pavilion Gaming PC, Ryzen 5 5600G, Radeon RX 6600XT, 16GB RAM, 512GB ssd + 1TB hdd - Micro Center $899.99 + shipping",https://slickdeals.net/f/15606034-hp-pavilion-gaming-pc-ryzen-5-5600g-radeon-rx-6600xt-16gb-ram-512gb-ssd-1tb-hdd-micro-center-899-99-shipping,$899.99,
"Team Group CX2 2.5"" 1TB SATA III 3D NAND Internal Solid State Drive (SSD) T253X6001T0C101 - $70.99 shipped",https://slickdeals.net/f/15605884-team-group-cx2-2-5-1tb-sata-iii-3d-nand-internal-solid-state-drive-ssd-t253x6001t0c101-70-99-shipped,$70.99,Newegg
"XPG X15TI7G11GXE 15.6 inch XENIA Xe Gaming Lifestyle Ultrabook i7-1165, Xe iGPU $999",https://slickdeals.net/f/15605926-xpg-x15ti7g11gxe-15-6-inch-xenia-xe-gaming-lifestyle-ultrabook-i7-1165-xe-igpu-999,$999,Walmart
Epson® FastFoto® FF-680W High-Speed Wireless Desktop Photo Scanner $549.99,https://slickdeals.net/f/15605896-epson-fastfoto-ff-680w-high-speed-wireless-desktop-photo-scanner-549-99,$549.99,
1TB Samsung 980 PRO NVMe Gen 4 SSD $150,https://slickdeals.net/f/15605611-1tb-samsung-980-pro-nvme-gen-4-ssd-150,$150,Newegg
Antec Dark Avenger DA601 E-ATX Tempered Glass Mid Tower Case (AR) $60,https://slickdeals.net/f/15605602-antec-dark-avenger-da601-e-atx-tempered-glass-mid-tower-case-ar-60,$59.99,Newegg
"Gigabyte A5 X1: 15.6"" FHD 240Hz IPS, Ryzen 9 5900HX, RTX 3070, 16GB DDR4, 512GB PCIe SSD, Win10H @ $1399 AR",https://slickdeals.net/f/15605653-gigabyte-a5-x1-15-6-fhd-240hz-ips-ryzen-9-5900hx-rtx-3070-16gb-ddr4-512gb-pcie-ssd-win10h-1399-ar,"$1,399",Newegg
12-Month Microsoft 365 Personal (1 User) + TurboTax 2021 Deluxe w/ State,https://slickdeals.net/f/15604417-12-month-microsoft-365-turbotax-deluxe-w-state-combos-starting-at-65,$65,Newegg
Target Heyday Bluetooth Mouse $14.99 (FS w/$35 order or free in-store pickup),https://slickdeals.net/f/15604744-target-heyday-bluetooth-mouse-14-99-fs-w-35-order-or-free-in-store-pickup,$14.99,Target
32GB (2x 16) Team T-FORCE VULCAN Z DDR4 3200 Desktop RAM kit $100,https://slickdeals.net/f/15605599-32gb-2x-16-team-t-force-vulcan-z-ddr4-3200-desktop-ram-kit-100,$100,Newegg
Costco Members only: Microsoft Surface Pro 7+ Laptop bundle w/ Type Cover & Pen $799.99,https://slickdeals.net/f/15605524-costco-members-only-microsoft-surface-pro-7-laptop-bundle-w-type-cover-pen-799-99,$799.99,Costco Wholesale
,https://slickdeals.net/computer-deals/?page=2,,
"Gigabyte M32U 32"" 4K 144Hz ss IPS 1ms FreeSync Premium Type-C, DisplayHDR 400 Gaming Monitor @ $699.99 + F/S at Newegg",https://slickdeals.net/f/15604192-gigabyte-m32u-32-4k-144hz-ss-ips-1ms-freesync-premium-type-c-displayhdr-400-gaming-monitor-699-99-f-s-at-newegg,$699.99,Newegg
Fujifilm 128GB Class 10 UHS-1 Elite microSDXC Memory Card - $14,https://slickdeals.net/f/15605404-fujifilm-128gb-class-10-uhs-1-elite-microsdxc-memory-card-14,$14,Adorama
Amazon Prime Rewards Visa Card Cardholders: 1TB Samsung T7 Portable SSD,https://slickdeals.net/f/15603490-samsung-t7-portable-ssd-1tb-97-75-with-amazon-prime-cards,$115,Amazon
850W CORSAIR RM850x White 80+ Gold Modular Power Supply (AR) $95,https://slickdeals.net/f/15603940-850w-corsair-rm850x-white-80-gold-modular-power-supply-ar-95,$95,Newegg
2TB Sabrent Rocket Q4 NVMe PCIe 4.0 M.2 2280 Internal Solid State Drive,https://slickdeals.net/f/15603406-sabrent-2tb-rocket-q4-nvme-pcie-4-0-m-2-2280-internal-ssd-maximum-performance-solid-state-drive-r-w-4800-3600-mb-s-sb-rktq4-2tb-186,$187,Newegg
Dell Inspiron 15 Touchscreen Laptop - 11th Gen Intel Core i7-1165G7 - 1080p Costco $649.99,https://slickdeals.net/f/15604300-dell-inspiron-15-touchscreen-laptop-11th-gen-intel-core-i7-1165g7-1080p-costco-649-99,$649.99,
"Microsoft Surface Go 2 10.5"" Intel Pentium 1.7Ghz (2 Cores/4 Threads), 8GB RAM, 128GB SSD, 1920x1080 Touch-Screen $400",https://slickdeals.net/f/15604291-microsoft-surface-go-2-10-5-intel-pentium-1-7ghz-2-cores-4-threads-8gb-ram-128gb-ssd-1920x1080-touch-screen-400,$400,Best Buy
Replenished Stock of Brother Factory Refurbished Monochrome and Color Laser Printers $89.99,https://slickdeals.net/f/15603931-replenished-stock-of-brother-factory-refurbished-monochrome-and-color-laser-printers-89-99,$89.99,
"27"" Acer Predator XB271HU 2560x1440 144Hz G-Sync IPS Monitor",https://slickdeals.net/f/15602512-predator-gaming-monitor-xb271hu-bmiprz-27-2k-ips-350nits-g-sync-300-299-99,$300,
Samsung Geek Squad Certified Refurbished 970 EVO Plus 500GB Internal PCI Express 3.0 x4 (NVMe) SSD with V-NAND Technology GSRF MZ-V7S500BAM - $49.99,https://slickdeals.net/f/15603907-samsung-geek-squad-certified-refurbished-970-evo-plus-500gb-internal-pci-express-3-0-x4-nvme-ssd-with-v-nand-technology-gsrf-mz-v7s500bam-49-99,$49.99,Best Buy
Kingston NV1 1TB M.2 2280 NVMe PCIe Internal SSD Up to 2100 MB/s SNVS/1000G SNVS/1000G - $85.99,https://slickdeals.net/f/15603883-kingston-nv1-1tb-m-2-2280-nvme-pcie-internal-ssd-up-to-2100-mb-s-snvs-1000g-snvs-1000g-85-99,$85.99,Best Buy
Kingston NV1 2TB M.2 2280 NVMe PCIe Internal SSD Up to 2100 MB/s SNVS/2000G SNVS/2000G - $176.99,https://slickdeals.net/f/15603889-kingston-nv1-2tb-m-2-2280-nvme-pcie-internal-ssd-up-to-2100-mb-s-snvs-2000g-snvs-2000g-176-99,$176.99,Best Buy
SanDisk Ultra 500GB PCIe Gen 3 x4 NVMe Internal Solid State Drive SDSSDH3N-500G-G25 - $49.99,https://slickdeals.net/f/15603832-sandisk-ultra-500gb-pcie-gen-3-x4-nvme-internal-solid-state-drive-sdssdh3n-500g-g25-49-99,$49.99,Best Buy
"Acer Chromebook 311: 11.6"" HD, MediaTek MT8183C, 4GB RAM, 32GB eMMC $109 + Free Curbside Pickup at Best Buy or FS",https://slickdeals.net/f/15602548-acer-chromebook-311-11-6-hd-mediatek-mt8183c-4gb-ram-32gb-emmc-109-free-curbside-pickup-at-best-buy-or-fs,$109,Best Buy
Crucial 16GB (2 x 8GB) 204-Pin DDR3 SO-DIMM DDR3L 1600 (PC3L 12800) Laptop Memory Model CT2KIT102464BF160B - $46.32,https://slickdeals.net/f/15603730-crucial-16gb-2-x-8gb-204-pin-ddr3-so-dimm-ddr3l-1600-pc3l-12800-laptop-memory-model-ct2kit102464bf160b-46-32,$46.32,Newegg
MoCA Ethernet Adapter 2.5 4 ports - $99 at Verizon,https://slickdeals.net/f/15602242-moca-ethernet-adapter-2-5-4-ports-99-at-verizon,$99.99,
Samsung - Odyssey Gaming Monitor CRG5 Series 24” LED Curved FHD FreeSync $199.99 + Free Ship,https://slickdeals.net/f/15602788-samsung-odyssey-gaming-monitor-crg5-series-24-led-curved-fhd-freesync-199-99-free-ship,$199.99,Amazon
Costco Members: Razer Huntsman Gaming Bundle (Keyboard + Mouse + Headset + Pad),https://slickdeals.net/f/15602065-costco-razer-gaming-bundle-with-huntsman-v2-tkl-keyboard-blackshark-v2-headset-viper-ultimate-mouse-gigantus-mouse-pad-149-99-4-99-s-h-154-98,$150,Costco Wholesale
"4th Gen Apple iPad Air 64GB -  It's back at Costco, but only until Feb. 4",https://slickdeals.net/f/15602320-4th-gen-apple-ipad-air-64gb-it-s-back-at-costco-but-only-until-feb-4,$499,Costco Wholesale
"TCL Linkhub AC1200 Dual-Band Gigabit Mesh Wi-Fi Router: 2-pack $40, 3-pack $60 + free s/h at B&H Photo",https://slickdeals.net/f/15602419-tcl-linkhub-ac1200-dual-band-gigabit-mesh-wi-fi-router-2-pack-40-3-pack-60-free-s-h-at-b-h-photo,$40,B&H Photo Video
PNY 256GB PRO Elite Class 10 U3 V30 microSDXC Flash Memory Card for $29.99,https://slickdeals.net/f/15602392-pny-256gb-pro-elite-class-10-u3-v30-microsdxc-flash-memory-card-for-29-99,$29.99,Amazon
AMD Ryzen 7 5800X 3.8 GHz 8-Core AM4 Processor,https://slickdeals.net/f/15601642-amd-ryzen-7-5800x-3-8-ghz-8-core-am4-processor-330-free-shipping,$330,B&H Photo Video
New Sam's Club Members: 1-Year Sam's Club Membership + $45 Sam's Club eGift Card,https://slickdeals.net/f/15601390-new-sam-s-club-members-1-year-sam-s-club-membership-45-sam-s-club-egc,$45,Sam's Club
ASUS ROG Strix Scar 15 (2021) Gaming Laptop for $1999.99,https://slickdeals.net/f/15602413-asus-rog-strix-scar-15-2021-gaming-laptop-for-1999-99,"$1,999.99",Newegg
Intel Core i5 12400 2.5GHz 6-Core Alder Lake Desktop Processor w/ Cooler,https://slickdeals.net/f/15601396-intel-core-i5-12400-alder-lake-2-5ghz-six-core-lga-1700-boxed-processor-intel-stock-cooler-included-169-99-tax-microcenter-b-m-in-store-only,$170,
Logitech MX Master 3 Advanced Wireless Mouse $89.64,https://slickdeals.net/f/15602017-logitech-mx-master-3-advanced-wireless-mouse-89-64,$88.63,Amazon
New Micro Center Customers: Creality Ender 3 Pro 3D Printer,https://slickdeals.net/f/15600457-new-micro-center-customers-creality-ender-3-pro-3d-printer-99-99-with-coupon,$100,Micro Center
Logitech K480 Multi Device Bluetooth Keyboard $16.99,https://slickdeals.net/f/15601810-logitech-k480-multi-device-bluetooth-keyboard-16-99,$16.99,
,https://slickdeals.net/computer-deals/?page=3,,
CORSAIR MM500 Extended 3XL Gaming Mouse Pad - $39.99,https://slickdeals.net/f/15601936-corsair-mm500-extended-3xl-gaming-mouse-pad-39-99,$39.99,GameStop
"Costco Members: Dell Inspiron 13.3"" Laptop: i5-11320H, 16GB DDR4, 512GB SSD $599",https://slickdeals.net/f/15600676-costco-members-dell-inspiron-13-3-laptop-i5-11320h-16gb-ddr4-512gb-ssd-599,$599,
Crucial P5 Plus 2TB PCIe 4.0 (Gen4) 3D NAND NVMe M.2 SSD CT2000P5PSSD8 $244 after clipping coupon YMMV,https://slickdeals.net/f/15601072-crucial-p5-plus-2tb-pcie-4-0-gen4-3d-nand-nvme-m-2-ssd-ct2000p5pssd8-244-after-clipping-coupon-ymmv,$244,Amazon
"Samsung EDU/EPP: 28"" Samsung Odyssey G70A 4K 144Hz G-Sync IPS Gaming Monitor",https://slickdeals.net/f/15600100-samsung-edu-epp-28-samsung-odyssey-g70a-4k-144hz-g-sync-ips-gaming-monitor-587-99,$588,
Samsung 32” S70A UHD HDR Monitor EPP/EDU/Perks @ Work  LS32A700NWNXZA $293.99,https://slickdeals.net/f/15601648-samsung-32-s70a-uhd-hdr-monitor-epp-edu-perks-work-ls32a700nwnxza-293-99,$293.99,Samsung
"1-Year Quicken Personal Finance (Windows/Mac): Premier $38, Deluxe",https://slickdeals.net/f/15599644-quicken-physical-deluxe-26-99-premier-37-99-home-business-49-99,$27,Newegg
"Inland Performance 1TB PCIe Gen 4.0 NVMe 4 x4 SSD M.2 2280 TLC 3D NAND Internal Solid State Drive, R/W Speed up to 5000MB/s and 4300MB/s, 1800 TBW - $109.99",https://slickdeals.net/f/15600826-inland-performance-1tb-pcie-gen-4-0-nvme-4-x4-ssd-m-2-2280-tlc-3d-nand-internal-solid-state-drive-r-w-speed-up-to-5000mb-s-and-4300mb-s-1800-tbw-109-99,$109.99,Amazon
MicroCenter Coupon: $25 Off No Minimum In-Store Purchase Only,https://slickdeals.net/f/15599461-submit-your-computer-build-get-25-off-microcenter-purchase-no-minimums,Free,
Apple 10.9-inch iPad Air Wi-Fi 256GB - Silver - Walmart.com $650,https://slickdeals.net/f/15600406-apple-10-9-inch-ipad-air-wi-fi-256gb-silver-walmart-com-650,$650,Walmart
Intel Core i5-12600K - Core i5 12th Gen Alder Lake 10-Core 3.7 GHz LGA 1700 $279.99 at B&H Photo,https://slickdeals.net/f/15599998-intel-core-i5-12600k-core-i5-12th-gen-alder-lake-10-core-3-7-ghz-lga-1700-279-99-at-b-h-photo,$279.99,B&H Photo Video
